12.0000	26.4627	5.9699
12.0000	26.5224	5.9699
12.0000	26.5821	5.9699
12.0000	26.6418	5.9699
12.0000	26.7015	5.9699
12.0000	26.7612	5.9699
12.0000	26.8209	5.9699
12.0000	26.8806	5.9699
12.0000	26.9403	5.9699
12.0000	27.0000	5.9699
